SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																							
#MM2 aggiornato alla 3.5																																																																									
																																																																									
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells									
Dragon (Sapphire Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,10	FACE:15	REACH:10			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Sapphire Dragon:32	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:34		CR:22	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Sapphire Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,10	FACE:20	REACH:15			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Sapphire Dragon:35	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:37		CR:23	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Sapphire Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,10	FACE:20	REACH:15			PREALIGN:LN	AUTO:LANG|Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Sapphire Dragon:38	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Earth			HITDICEADVANCEMENT:*		CR:25	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
#																																																															SOURCEPAGE:MM2										
Dragon (Topaz Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,100,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Topaz Dragon:7	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:9	LEVELADJUSTMENT:4	CR:4	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3							
Dragon (Topaz Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Topaz Dragon:10	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:12	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:5	REACH:5			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Topaz Dragon:13	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:15	LEVELADJUSTMENT:5	CR:7	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:10	REACH:5			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Topaz Dragon:16	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:18		CR:10	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:10	REACH:5			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Topaz Dragon:19	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:21		CR:13	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Topaz Dragon:22	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:24		CR:15	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Topaz Dragon:25	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:27		CR:18	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Topaz Dragon:28	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:30		CR:20	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Burrow,5,Swim,60	FACE:15	REACH:10			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|12	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Topaz Dragon:31	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:33		CR:21	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Dragon (Topaz Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:20	REACH:15			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Topaz Dragon:34	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:36		CR:23	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Topaz Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:20	REACH:15			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|18	BONUS:STAT|INT|18	BONUS:STAT|WIS|18	BONUS:STAT|CHA|18						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Topaz Dragon:37	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:39		CR:24	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
Dragon (Topaz Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,40,Fly,200,Burrow,5,Swim,60	FACE:30	REACH:20			PREALIGN:CN	AUTO:LANG|Draconic								BONUS:STAT|STR|32		BONUS:STAT|CON|20	BONUS:STAT|INT|20	BONUS:STAT|WIS|20	BONUS:STAT|CHA|20						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Topaz Dragon:40	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Water			HITDICEADVANCEMENT:*		CR:26	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1							
#																																																																									
Dragon (Hellfire Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Burrow,30,Fly,250	FACE:15	REACH:10	VISION:Keen Senses|Darkvision (120')		PREALIGN:LE	AUTO:LANG|Draconic|Infernal|Common		BONUS:COMBAT|AC|28|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18		BONUS:STAT|CON|16	BONUS:STAT|INT|12	BONUS:STAT|WIS|16	BONUS:STAT|CHA|18			MONCSKILL:Bluff|Diplomacy|Intimidate|Jump|Knowledge (Arcana)|Knowledge (History)|Knowledge (Religion)|Knowledge (The Planes)|Listen|Search|Spellcraft|Spot			AUTO:WEAPONPROF|TYPE.Simple						LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Infernal Fire	ABILITY:Special Ability|AUTOMATIC|Crush	ABILITY:Special Ability|AUTOMATIC|Frightful Presence	ABILITY:Special Ability|AUTOMATIC|Fiendish Form	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep	ABILITY:Special Ability|AUTOMATIC|Immunity To Paralysis	SR:37	DR:15/Epic		MONSTERCLASS:Dragon:23	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon	TEMPLATE:Fire			HITDICEADVANCEMENT:23		CR:26	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Blasphemy|Charm Person|Demand|Desecrate|Dictum|Fire Storm|Dispel Magic (Greater)|Hold Person|Invisibility (Greater)|Misdirection|Pyrotechnics|Sending|Suggestion|Teleport (Greater)|True Seeing|Unholy Aura|Unhallow|Wall of Fire	DEFINE:BreathWeaponCone|50	DEFINE:BreathWeaponDice|14	DEFINE:BreathWeaponDamageDie|10	DEFINE:FrightfulPresRange|240	ABILITY:Special Ability|AUTOMATIC|Infernal Aura|Infernal Aura ~ Hellfire Wyrm	ABILITY:Special Ability|AUTOMATIC|Summon Baatezu ~ Hellfire Wyrm	ABILITY:Special Ability|AUTOMATIC|Hellfire Wyrm Feats	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|1
#																																																																									
Linnorm (Grey)	OUTPUTNAME:[NAME] Linnorm		STARTFEATS:1	SIZE:H	MOVE:Walk,30,Fly,90,Swim,30	FACE:15	REACH:10						BONUS:COMBAT|AC|19|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|6												LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6	NATURALATTACKS:Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Grey Linnorm Feats					SR:31	DR:15/Magic		MONSTERCLASS:Grey Linnorm:13	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon|Linnorm				HITDICEADVANCEMENT:18		CR:20	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=17|Fly|Protection from Arrows	SPELLS:Innate|TIMES=3|CASTERLEVEL=17|Contagion|Meld into Stone|Shapechange|Wind Walk	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4						
Linnorm (Dread)	OUTPUTNAME:[NAME] Linnorm		STARTFEATS:1	SIZE:C	MOVE:Walk,50,Fly,90,Swim,30	FACE:30	REACH:15			PREALIGN:CE			BONUS:COMBAT|AC|30|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|30	BONUS:STAT|DEX|-2	BONUS:STAT|CON|20	BONUS:STAT|INT|4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|10												LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6	NATURALATTACKS:Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8	ABILITY:Special Ability|AUTOMATIC|Energy Drain	ABILITY:Special Ability|AUTOMATIC|Immunity to Enchantment	ABILITY:Special Ability|AUTOMATIC|Dread Linnorm Feats				SR:36	DR:15/Magic		MONSTERCLASS:Dread Linnorm:18	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon|Linnorm				HITDICEADVANCEMENT:26		CR:25	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Fly|Telekinesis	SPELLS:Innate|TIMES=3|CASTERLEVEL=18|Power Word Stun	SPELLS:Innate|TIMES=2|CASTERLEVEL=18|Antipathy	BONUS:VAR|EnergyDrainLVLs|1	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4				
Linnorm (Corpse Tearer)	OUTPUTNAME:[NAME] Linnorm		STARTFEATS:1	SIZE:G	MOVE:Walk,50,Burrow,50,Fly,90,Swim,50	FACE:20	REACH:15			PREALIGN:NE			BONUS:COMBAT|AC|28|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|26	BONUS:STAT|DEX|-2	BONUS:STAT|CON|16	BONUS:STAT|INT|6	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8												LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8	NATURALATTACKS:Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6	ABILITY:Special Ability|AUTOMATIC|Energy Drain	ABILITY:Special Ability|AUTOMATIC|Corpse Tearer Linnorm Feats					SR:39	DR:20/Magic		MONSTERCLASS:Linnorm Corpse Tearer:28	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon|Linnorm				HITDICEADVANCEMENT:34		CR:28	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Animate Dead|Control Undead|Darkness|Dimension Door|Enervation|Etherealness|Polymorph (Self Only)|Protection from Good|Speak with Dead|Spectral Hand|Vampiric Touch|Water Breathing	BONUS:VAR|EnergyDrainLVLs|1	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4						
