SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Howling Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Howling Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:17		CR:8	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Howling Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|10		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Howling Dragon:18	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:20		CR:10	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Howling Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Howling Dragon:21	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:23		CR:13	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Howling Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Howling Dragon:24	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:26		CR:14	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Howling Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Howling Dragon:27	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:29		CR:17	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Howling Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Howling Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:32		CR:19	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Howling Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|10	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Howling Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:35		CR:20	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Howling Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|12	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Howling Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:38		CR:21	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Howling Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|30		BONUS:STAT|CON|20	BONUS:STAT|INT|18	BONUS:STAT|WIS|14	BONUS:STAT|CHA|18						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Howling Dragon:39	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:41		CR:22	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Howling Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,60,Fly,200	FACE:20	REACH:15			PREALIGN:CN,CE	LANGAUTO:Draconic								BONUS:STAT|STR|34		BONUS:STAT|CON|22	BONUS:STAT|INT|20	BONUS:STAT|WIS|16	BONUS:STAT|CHA|20						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Howling Dragon:42	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:23	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Oceanus Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,40,Fly,100,Swim,60	FACE:5	REACH:5			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|4		BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4											MONSTERCLASS:Oceanus Dragon:7	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:9	LEVELADJUSTMENT:4	CR:4	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|3
Dragon (Oceanus Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,100,Swim,60	FACE:5	REACH:5			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|6		BONUS:STAT|CON|6	BONUS:STAT|INT|4		BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Oceanus Dragon:10	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:12	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,100,Swim,60	FACE:5	REACH:5			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Oceanus Dragon:13	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:15	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,100,Swim,60	FACE:10	REACH:5			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|10		BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Oceanus Dragon:16	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:18		CR:9	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,100,Swim,60	FACE:10	REACH:5			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Oceanus Dragon:19	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:121		CR:12	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Swim,90	FACE:15	REACH:10			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|18		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Oceanus Dragon:22	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:24		CR:13	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Swim,90	FACE:15	REACH:10			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|8	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Oceanus Dragon:25	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:27		CR:16	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Swim,90	FACE:15	REACH:10			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|22		BONUS:STAT|CON|14	BONUS:STAT|INT|12	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Oceanus Dragon:28	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:30		CR:18	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,40,Fly,150,Swim,90	FACE:15	REACH:10			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|10	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Oceanus Dragon:31	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:33		CR:19	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Oceanus Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,150,Swim,90	FACE:20	REACH:15			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|12	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Oceanus Dragon:34	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:36		CR:20	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Oceanus Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,150,Swim,90	FACE:20	REACH:15			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|30		BONUS:STAT|CON|18	BONUS:STAT|INT|18	BONUS:STAT|WIS|14	BONUS:STAT|CHA|18						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Oceanus Dragon:37	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:39		CR:21	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Oceanus Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,40,Fly,150,Swim,60	FACE:20	REACH:15			PREALIGN:NG	LANGAUTO:Draconic,Aquan,Celestial								BONUS:STAT|STR|34		BONUS:STAT|CON|20	BONUS:STAT|INT|20	BONUS:STAT|WIS|16	BONUS:STAT|CHA|20						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Oceanus Dragon:40	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:22	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Pyroclastic Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,100,Climb,40,Burrow,45	FACE:5	REACH:5			PREALIGN:LE,NE	LANGAUTO:Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Pyroclastic Dragon:7	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:9	LEVELADJUSTMENT:4	CR:4	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Pyroclastic Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,100,Climb,40,Burrow,45	FACE:10	REACH:5			PREALIGN:LE,NE	LANGAUTO:Draconic								BONUS:STAT|STR|10		BONUS:STAT|CON|6									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Pyroclastic Dragon:10	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:12	LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
