SOURCELONG:Gozzilioni	SOURCESHORT:G	SOURCEWEB:http://www.gozzilioni.net																														
#																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	Type	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassAbility.SpecialQuality			KEY:Weapon and Armor Proficiency ~ Avenger																		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|Avenger Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency	AUTO:FEAT|Armor Proficiency (Light)							SOURCEPAGE:LG
#																																
###Block: Class Specific																																
CATEGORY=Special Ability|Monk Weapon Proficiencies.MOD																								AUTO:WEAPONPROF|Longstaff								
Cancer Mage Armor Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																						AUTO:ARMORPROF|Tatterdemalion							SOURCEPAGE:BoVD
Dragonrider Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Lance|Longspear|Shortbow								SOURCEPAGE:Drac
Dragonstalker Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Longbow|Longspear|Net|Shortbow								SOURCEPAGE:Drac
Rimefire Witch Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Trident								SOURCEPAGE:Fro
Winterhaunt of Iborighu Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Scythe								SOURCEPAGE:Fro
Fatemaker Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Longsword|Rapier|Sap|Sword (Short)|Shortbow|Whip								SOURCEPAGE:Fro
Maiden of Pain Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Whip								SOURCEPAGE:PGtF
Hathran Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Whip								SOURCEPAGE:PGtF
Witch Hunter Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Sword (Short)|Rapier|Whip|Crossbow (Hand)|Crossbow (Repeating Light)|Crossbow (Repeating Heavy)								SOURCEPAGE:Nep
Witch Hunter Shield Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																							AUTO:SHIELDPROF|SHIELDTYPE=Buckler						SOURCEPAGE:Nep
Implacable Bloodhound Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|TYPE.Bow								SOURCEPAGE:Nep
Charlatan Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|TYPE.Crossbow|Dagger|Dart|Mace (Light)|Rapier|Sap|Sword (Short)								SOURCEPAGE:RLCoD
Highway Rider Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|TYPE.Crossbow|Dagger|Dart|Longsword|Rapier|Sap|Shortbow|Sword (Short)								SOURCEPAGE:RLCoD
Manipulator Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Rapier								SOURCEPAGE:RLCoD
Mesmerists Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Firearms								SOURCEPAGE:RLCoD
Scourge Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Poker|Car-o-nine-tail								SOURCEPAGE:RLCoD
Dread Pirate Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Sword (Short)|Sap|Pick (Light)|Kukri|Handaxe|Hammer (Light)|Axe (Throwing)|Rapier								SOURCEPAGE:CAd
Vigilante Weapon Proficinecies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Net								SOURCEPAGE:CAd
Ninja Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Crossbow (Hand)|Kama|Kukri|Nunchaku|Sai|Shortbow|Sword (Short)|Shuriken|Siangham			AUTO:FEAT|Exotic Weapon Proficiency(Sword (Bastard))					SOURCEPAGE:CAd
Scout Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Handaxe|Axe (Throwing)|Sword (Short)|Shortbow								SOURCEPAGE:CAd
Warlock Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Spells (Ray)								SOURCEPAGE:CA
Warmage Shield Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Shieldbash (Light)		AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light						SOURCEPAGE:CA
Favored Soul Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|DEITYWEAPONS								SOURCEPAGE:CD
Shugenja Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Sword (Short)								SOURCEPAGE:CD
Spirit Shaman Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Club|Dagger|Dart|Handaxe|Javelin|Longspear|Quarterstaff|Spear|Shortspear|Axe (Throwing)|Sling|Shortbow								SOURCEPAGE:CD
Temple Rider of  Olidammara Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Rapier								SOURCEPAGE:CD
Beguiler Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Crossbow (Hand)|Rapier|Shortbow|Sword (Short)								SOURCEPAGE:PHB2
Academic Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SOURCEPAGE:DD
Expert Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SOURCEPAGE:DD
Orator Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Club|Dagger|Quarterstaff|Crossbow (Heavy)|Crossbow (Light)								SOURCEPAGE:DD
Engineer Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Handaxe|Warhammer								SOURCEPAGE:DD
Gambler Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Rapier								SOURCEPAGE:DD
Kennelmaster Shield Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Shieldbash (Light)		AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light						SOURCEPAGE:DD
Ministrel Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:ABILITYPOOL|Ministrel Martial Weapon Proficiency|2																		SOURCEPAGE:DD
Ministrel Shield Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Shieldbash (Light)		AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light						SOURCEPAGE:DD
Sage Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Dagger								SOURCEPAGE:DD
Sewerjack Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Hammer (Light)|Handaxe|Pick (Light)|Battleaxe|Pick (Heavy)|Warhammer|Greataxe								SOURCEPAGE:DD
Thief Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Crossbow (Light)|Rapier|Shortbow|Sword (Short)								SOURCEPAGE:DD
Tracker Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|TYPE.Bow								SOURCEPAGE:DD
Worker Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Hammer (Light)|Handaxe|Pick (Light)|Battleaxe|Pick (Heavy)|Warhammer|Greataxe								SOURCEPAGE:DD
Godling Adept Shield Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																							AUTO:SHIELDPROF|SHIELDTYPE=Buckler						SOURCEPAGE:PFSrd
Avenger Weapon Proficiencies	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO																					AUTO:WEAPONPROF|Crossbow (Hand)|Crossbow (Light)|Crossbow (Heavy)|Dagger|Dart|Rapier|Sap|Shortbow|Sword (Short)								SOURCEPAGE:LG
