SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Dispel Ward			TYPE:Arcane.Divine	CLASSES:Cleric=1|Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One warded object or area.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Functions like dispel magic; see text	SOURCEPAGE:SpC												
Dispelling Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Breath weapon acts as a target dispel magic.	SOURCEPAGE:SpC												
Dispelling Screen			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Energy wall whose area is up to one 10-ft square/level or a sphere or hemisphere with radius of up to 1 ft/level.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Anything passing through the effect is subject to a dispel magic at your caster level [max +10]. 	SOURCEPAGE:SpC												
Dispelling Screen (Greater)	OUTPUTNAME:Dispelling Screen, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Energy wall whose area is up to one 10-ft square/level or a sphere or hemisphere with radius of up to 1 ft/level.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Anything passing through the effect is subject to a dispel magic at your caster level [max +20]. 	SOURCEPAGE:SpC												
Displacer Form			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You assume the physical appearance and many of the qualities of a displacer beast.	SOURCEPAGE:SpC												
Disquietude			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Affected subject restricts it's movement to avoid physical contact even with allies.	SOURCEPAGE:SpC												
Disrupt Undead (Grater)	OUTPUTNAME:Disrupt Undead, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack, acts like disrupt undead, except deals 1d8/caster level.	SOURCEPAGE:SpC												
Dissonant Chant			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Abjuration		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:100-ft-radius emanation.		DURATION:1 round/level	SAVEINFO:None; See text	SPELLRES:Yes	DESC:Requires concentration checks from the affected creatures; see text	SOURCEPAGE:SpC												
Dissonant Chord			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Creatures (other than you) in the affected area take 1d8/ 2 caster levels [max 5d8].	SOURCEPAGE:SpC												
Distort Speech			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Cause 50%% chance of target miscasting spells.	SOURCEPAGE:SpC												
Distract (Arcane)	OUTPUTNAME:Distract		TYPE:Arcane	CLASSES:Bard=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target that fails save take -4 on concentration, listen, search and spot, and can take only a single standard or move action [more than 6hd are unaffected].	SOURCEPAGE:SpC												
Distract Assailant			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target is flatfooted till next turn.	SOURCEPAGE:SpC												
Distracting Ray			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Ranged touch attack, acts like disrupt undead, except deals 1d8/caster level.	SOURCEPAGE:SpC												
Divine Agility			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:Grants +10 enhancement to Dex.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|DEX|10|TYPE=Enhancement					
Divine Insight			TYPE:Divine	CLASSES:Cleric=2|Paladin=2		SCHOOL:Divination			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:Gain 5 + your caster level [max bonus of 15] to one skill check during the duration of the spell.	SOURCEPAGE:SpC												
Divine Interdiction			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Abjuration			COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:10-ft-radius burst, centered on a creature, object or point in space.		DURATION:1 round/level	SAVEINFO:Will negates (object); See text	SPELLRES:Yes	DESC:Temp loss of turning power &amp; domain powers.	SOURCEPAGE:SpC												
Divine Protection			TYPE:Divine	CLASSES:Cleric=2|Paladin=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Allies in a 20-ft radius burst.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+1 morale bonus to AC and saving throws.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|1|TYPE=Morale				TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|1|TYPE=Morale			
Divine Sacrifice			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:First attack of the round deals an extra 5d6 of damage, and you take 10 points of damage each time you make such an attack, whether or not you hit.	SOURCEPAGE:SpC												
Dolorous Blow			TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Weapon glows with a dull red aura. For the duration of the spell, the weapon's threat range is doubled, and its critical hits automatically succeed (no confirmation roll required).	SOURCEPAGE:SpC												
Doomtide			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Illusion	SUBSCHOOL:Pattern		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:80-ft.	TARGETAREA:Eight 10-ft cubes extending straight from you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creatures must save or be dazed for 1 round. Mist obscures vision to 5 ft.	SOURCEPAGE:SpC												
Downdraft			TYPE:Divine	CLASSES:Cleric=3|Druid=3		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cylinder (20-ft radius, 100 ft high)		DURATION:Instantaneous	SAVEINFO:Reflex partial; See text	SPELLRES:Yes	DESC:Either send a flying creature down 50 ft. or 100 ft. They take fall damage if they collide with the ground [1d6 per 10 ft.].	SOURCEPAGE:SpC												
Draconic Might			TYPE:Arcane.Divine	CLASSES:Paladin=4|Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 minute/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Subject gains +4 bonus to Str, Dex, Con, Cha and Natural Armor. Immune to Sleep &amp; paralysis effects.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|4|TYPE=NaturalArmorEnhancement		TEMPBONUS:ANYPC|STAT|STR,DEX,CON,CHA|4|TYPE=Enhancement					
Dragon Ally			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Conjuration	SUBSCHOOL:Calling		COMPS:V, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called dragon of 15HD or less.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Functions like lesser dragon ally, except you call dragon up to 18 HD.	SOURCEPAGE:SpC			XPCOST:250									
Dragon Ally (Greater)	OUTPUTNAME:Dragon Ally, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Calling		COMPS:V, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called dragon of 15HD or less.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Functions like lesser dragon ally, except you call dragon up to 22 HD.	SOURCEPAGE:SpC			XPCOST:500									
Dragon Ally (Lesser)	OUTPUTNAME:Dragon Ally, Lesser		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Conjuration	SUBSCHOOL:Calling		COMPS:V, XP	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One called dragon of 15HD or less.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Call a dragon to perform one task in exchange for payment.	SOURCEPAGE:SpC			XPCOST:100									
Dragon Breath			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Good|Evil	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Gain a true dragons breath weapon attack; see text	SOURCEPAGE:SpC												
Dragonsight			TYPE:Arcane	CLASSES:Bard=5|Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Gain low-light vision, darkvision [10 ft per caster level] and blindsense [5 ft. per caster level].	SOURCEPAGE:SpC												
Dragonskin			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Gain armor enhancement bonus of +1/2 levels [max +5] and energy resistance 10 [20 after 10th level] to one energy type.	SOURCEPAGE:SpC												
Dream Casting			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 hour	RANGE:Unlimited	TARGETAREA:You and one dreamer.		DURATION:24 hours; See text	SAVEINFO:Will negates; See text	SPELLRES:No	DESC:Alter the dream of a sleeping person to produce specific desired effects.	SOURCEPAGE:SpC												
Dream Sight			TYPE:Divine			SCHOOL:Divination			COMPS:S, DF	CASTTIME:1 full round	RANGE:See text	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Travel and observe as a spirit.	SOURCEPAGE:SpC												
Drown			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Water	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Subject immediately falls unconcious, drops to 0 HP, next round -1 HP and is dying.	SOURCEPAGE:SpC												
Drown (Mass)	OUTPUTNAME:Drown, Mass		TYPE:Divine	CLASSES:Druid=9		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Water	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One or more creatures, no two of which are more than 30 ft. Apart.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:As drown, but affects multiple creatures.	SOURCEPAGE:SpC												
Duelward			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:Counterspelling is an immediate action for you. Gain +4 to spellcraft checks.	SOURCEPAGE:SpC												
Earth Lock			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Abjuration		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One 1-ft lenght of tunnel with a diameter of up to 10 feet.		DURATION:Permanent	SAVEINFO:None	SPELLRES:No	DESC:Bars passage to any but you.	SOURCEPAGE:SpC		COST:50										
Earth Reaver			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=5		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius spread.		DURATION:Instantaneous	SAVEINFO:Reflex partial	SPELLRES:Yes	DESC:Deals 4d6 from impact and 3d6 fire [no save], must make a save or be knocked prone.	SOURCEPAGE:SpC												
Earthbind			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Reduce a creatures fly speed to 0, airborne creatures fall to the ground as if by featherfall.	SOURCEPAGE:SpC												
Earthen Grace			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=3		SCHOOL:Abjuration		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Earth and stone damage is treated as nonlethal [includes creatures with the subtype of earth/stone, falling onto stone]; see text.	SOURCEPAGE:SpC												
Earthen Grasp			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Earth	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Animated earthen arm.		DURATION:2 rounds/level	SAVEINFO:None	SPELLRES:Yes	DESC:Creates an arm to grapple creatures.	SOURCEPAGE:SpC												
Earthfast			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One stone structure or rock formation, up to 25 cubic ft/level.		DURATION:Instantaneous	SAVEINFO:None (object)	SPELLRES:Yes	DESC:Doubles Structures HP and increases Hardness to 10.	SOURCEPAGE:SpC												
Easy Climb			TYPE:Divine	CLASSES:Ranger=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Vertical path 10-ft wide and 20-ft tall/level		DURATION:10 minutes/level	SAVEINFO:None (object)	SPELLRES:Yes	DESC:Changes the terrain to DC 10 for climb checks.	SOURCEPAGE:SpC												
Easy Trail			TYPE:Divine	CLASSES:Druid=2|Ranger=1		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:40-ft.	TARGETAREA:40-ft-radius emanation centered on you.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:Yes	DESC:Removes movement penalties through dense brush and increases track DC by 5 for any pursurers.	SOURCEPAGE:SpC												
Ebon Eyes			TYPE:Arcane.Divine	CLASSES:Assassin=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:See normally in darkness both magical and natural.	SOURCEPAGE:SpC												
Echo Skull			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Divination			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Animal skull touched.		DURATION:1 hour/level	SAVEINFO:None (object)	SPELLRES:Yes	DESC:See, hear and speak through a specific animal skull at any distance.	SOURCEPAGE:SpC												
Ectoplasmatic Armor			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:Gain +5 armor bonus AC with an additional +1/4 caster levels [max +9 at 16th level] against incorporeal attacks.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|5+min((%CHOICE/4),9)|TYPE=Armor			CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level				
Ectoplasmatic Feedback			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Deal damage to 1d6 +1 per caster level [max +10] to incorporeal attackers.	SOURCEPAGE:SpC												
Effulgent Epuration			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One magic-absorbing sphere per caster level.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Creates spheres to negate spells; see text	SOURCEPAGE:SpC												
Electric Jolt			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Evocation		DESCRIPTOR:Electricity	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack delivers 1d3 electric damage.	SOURCEPAGE:SpC												
Electric Loop			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Electricity	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/3 level, each of which is adjacent to another target.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:One ray/3 caster levels deal 1d6/2 caster levels [max 5d6]; see text.	SOURCEPAGE:SpC												
Elemental Body		VARIANTS:Air|Earth|Fire|Water	TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation	SUBSCHOOL:Polymorph	DESCRIPTOR:Air|Earth|Fire|Water	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Become an elemental; see text	SOURCEPAGE:SpC												
Embrace the Wild			TYPE:Divine	CLASSES:Druid=2|Ranger=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:The caster gains an animal's sensory and skills, low-light vision and Scent or Blindsense 30' your choice. +2 spot and listen checks.	SOURCEPAGE:SpC												
Emerald Flame Fist			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature or object touched.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Flaming fist you deal 3d6 +1/caster level [Max +20] damage.	SOURCEPAGE:SpC												
Energized Shield		VARIANTS:Fire|Cold|Electricity|Acid|Sonic	TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Abjuration		DESCRIPTOR:Fire|Cold|Electricity|Acid|Sonic	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Shield touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:As lesser energized shield, except energy resistance is 10 and damage dealt is 2d6	SOURCEPAGE:SpC												
Energized Shield (Lesser)	OUTPUTNAME:Energized Shield, Lesser	VARIANTS:Fire|Cold|Electricity|Acid|Sonic	TYPE:Divine	CLASSES:Cleric=2|Paladin=1		SCHOOL:Abjuration		DESCRIPTOR:Fire|Cold|Electricity|Acid|Sonic	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Shield touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Protects against on energy type [fire, cold, electricity, acid, or sonic], you gan 5 resistance; see text	SOURCEPAGE:SpC												
Energy Ebb			TYPE:Arcane.Divine	CLASSES:Cleric=7|Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Fort partial; See text	SPELLRES:Yes	DESC:Ranged touch attack, target loses one negative level each round.	SOURCEPAGE:SpC												
Energy Immunity		VARIANTS:Fire|Cold|Electricity|Acid|Sonic	TYPE:Arcane.Divine	CLASSES:Cleric=6|Druid=6|Sorcerer,Wizard=7		SCHOOL:Abjuration		DESCRIPTOR:Fire|Cold|Electricity|Acid|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:24 hours	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Become immune to one energy type.	SOURCEPAGE:SpC												
Energy Sphere		VARIANTS:Fire|Cold|Electricity|Acid|Sonic	TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Fire|Cold|Electricity|Acid|Sonic	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Five floating spheres.		DURATION:1 round/level or until discharged	SAVEINFO:Reflex half; See text	SPELLRES:Yes	DESC:Spheres can be used offensively or defensively; see text	SOURCEPAGE:SpC												
Energy Transformation Field			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, M, XP	CASTTIME:4 rounds	RANGE:Close	TARGETAREA:40-ft-radius spread.		DURATION:Permanent	SAVEINFO:None	SPELLRES:Yes	DESC:Absorbs magic energy to fuel another specific spell.	SOURCEPAGE:SpC		COST:5000	XPCOST:250									
Energy Vortex		VARIANTS:Acid|Cold|Electricity|Fire	TYPE:Divine	CLASSES:Cleric=3|Druid=3		SCHOOL:Evocation		DESCRIPTOR:Acid|Cold|Electricity|Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:All creatures in a 20-ft radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Choose a energy type and it causes 1d8 +1/caster level [max +20]. You may double the damage if you forgoe a save and take the damage as well.	SOURCEPAGE:SpC												
Enervating Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Necromancy			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Laces breath weapon with negative energy causing level loss.	SOURCEPAGE:SpC												
Enhance Familiar			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Universal			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Familiar touched.		DURATION:1 hour/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Grants familiar +2 bonus on saves, attack rolls and melee damage, as well as a +2 bonus to AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|BAB|2|TYPE=Competence		TEMPBONUS:ANYPC|COMBAT|AC|2|TYPE=Dodge		TEMPBONUS:ANYPC|COMBAT|DAMAGE.Melee|2|TYPE=Competence	TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|2|TYPE=Competence		
Enhance Wild Shape			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 minute	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Gain enhancement to your next wild shape; See text.	SOURCEPAGE:SpC												
Enlarge Person (Greater)	OUTPUTNAME:Enlarge Person, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:One humanoid.		DURATION:1 hour/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:As enlarge person, except as noted.	SOURCEPAGE:SpC												
Enrage Animal			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One animal.		DURATION:Concentration + 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Grants +4 morale bonus to Str, Con, Will Saves &amp; -2 penalty to AC to affected animal.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|-2|PRERACE:1,RACETYPE=Animal		TEMPBONUS:ANYPC|STAT|STR,CON|4|TYPE=Morale|PRERACE:1,RACETYPE=Animal		TEMPBONUS:ANYPC|CHECKS|Will|2|TYPE=Morale|PRERACE:1,RACETYPR=Animal			
Entangling Stagg			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Quarterstaff touched.		DURATION:1 round/level	SAVEINFO:Fort negates (harmless, object)	SPELLRES:Yes	DESC:Each time you successfully strike foe you can start a grapple as a free action, +8 grapple check. Deals an additional 2d6 damage for grapple [lethal or nonlethal]; see text	SOURCEPAGE:SpC												
Entice Gift			TYPE:Arcane.Divine	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Enchantment		DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creature feels compelled to give you what it is holding.	SOURCEPAGE:SpC												
