SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Imbue Familiar with Spell Ability			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Universal			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Familiar touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Imbues the familiar to cast spells.	SOURCEPAGE:SpC												
Imperious Glare			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy		DESCRIPTOR:Fear|Mind-Affecting	COMPS:S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Save or creature must cower in fear.	SOURCEPAGE:SpC												
Implacable Pursuer			TYPE:Arcane.Divine	CLASSES:Assassin=4|Blackguard=4|Ranger=4		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 minute	RANGE:Long	TARGETAREA:One creature.		DURATION:1 hour/level	SAVEINFO:Will negates; See text	SPELLRES:Yes	DESC:Gives direction and distance any time the target moves 10 ft.	SOURCEPAGE:SpC												
Improvisation			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Get 2 luck points/caster level to use; see text.	SOURCEPAGE:SpC												
Incite			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:Creatures in a 10-ft radius burst.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Forces creature to act, it cannot delay or ready an action.	SOURCEPAGE:SpC												
Incorporeal Enhancement			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One incorporeal undead/level.		DURATION:24 hours	SAVEINFO:None	SPELLRES:No	DESC:Targets gain +1 Deflection to AC, +1d8 bonus HP, +1 to attack and +2 turn resistance [all increase by base amount every five caster levels]; see text.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|(%CHOICE+4)/5|TYPE=Enhancement		BONUS:COMBAT|BAB|(%CHOICE+4)/5|TYPE=Enhancement	CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level	BONUS:VAR|TurnResistBonus|((%CHOICE+4)/5)|TYPE=Enhancement			
Incorporeal Nova			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=6		SCHOOL:Necromancy		DESCRIPTOR:Death	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:50-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The spell destroys 1d4/caster level [max 20d4] HD worth of creatures.	SOURCEPAGE:SpC												
Indomitability			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level or until discharged	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Protects against the first incapacitating attack during the spell's duration. An incapacitating attack is one that would reduce the recipient to less than 1 hp. Must be from damage.	SOURCEPAGE:SpC												
Infernal Threnody			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Evil|Sonic	COMPS:V, S	CASTTIME:1 full round	RANGE:50-ft.	TARGETAREA:50-ft-radius emanation, centered on you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Boost evil-aligned divine spellcasters by 2 levels.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|VAR|TurnLevelUndead|4|TYPE=Sacred|PREALIGN:LE,NE,CE		TEMPBONUS:ANYPC|VAR|TurnLevelUndead|-4|TYPE=Sacred|PREALIGN:LG,NG,CG			
Infernal Tranformation			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Assume the form and many of the qualities of a bone devil [MM 52].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellInfernalTransformation|1
Infernal Tranformation (Lesser)	OUTPUTNAME:Infernal Transformation, Lesser		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Assume the form and many of the qualities of a bearded devil [MM 52].	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellInfernalTransformationLesser|1
Infernal Wound			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Creature injured by weapon loses 2 additional hit points each round for the duration of the spell. Heal Check based on spell DC.	SOURCEPAGE:SpC												
Inferno			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation		DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:6 rounds; See text.	SAVEINFO:Fort negates and Reflex partial; See text	SPELLRES:Yes	DESC:Cause single creature to burst in flames causing 6d6 and decreases 1d6 each round [min 1d6] for duration of spell.	SOURCEPAGE:SpC												
Infestation of Maggots			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/2 levels	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Deal 1d4 constitution per round. Save ends the spell and the effect.	SOURCEPAGE:SpC												
Inhibit			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:You inhibit your foe from acting. The subject is forced to delay until the following round, acting immediately before you on your initiative count.	SOURCEPAGE:SpC												
Inky Cloud			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius spread, centered on you.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Inky cloud that works under water.	SOURCEPAGE:SpC												
Insidious Rhythm			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 immediate action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Make it difficult to concentrate for spellcasters.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|SKILL|TYPE=Intelligence,Concentration|-4			
Insightful Feint			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Gain +10 insight bonus on the next single Bluff check.	SOURCEPAGE:SpC												
Inspirational Boost			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round or special; See text.	SAVEINFO:None	SPELLRES:No	DESC:Bardic Inspire Courage morale bonus increases by 1.	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|InspireCourageSaves,InspireCourageAttack,InspireCourageDamage|1			
Instant Locksmith			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Make one Disable Device check or one Open Lock check in this round as a free action. Gain +2 insight bonus.	SOURCEPAGE:SpC												
Instant Refuge			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Evocation			COMPS:V, S, M, XP	CASTTIME:10 minutes	RANGE:Personal	TARGETAREA:You.		DURATION:Until discharged	SAVEINFO:None	SPELLRES:No	DESC:As contingency, except you name six conditions that trigger and choose the locale you will go to.	SOURCEPAGE:SpC		COST:250	XPCOST:100									
Instant Search			TYPE:Arcane.Divine	CLASSES:Assassin=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You can make one Search check in this round as a free action. You gain a +2 insight bonus on the check.	SOURCEPAGE:SpC												
Interplanar Message			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Evocation		DESCRIPTOR:Language-Dependent	COMPS:V, S	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:One creature.		DURATION:24 hours/level or until discharged.	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Send 25 words or less to the targeted creature; see text.	SOURCEPAGE:SpC												
Interplanar Telepathic Bond			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:You and one creature/3 level, no two of which are more than 30-ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Link lets allies communicate on same or different planes.	SOURCEPAGE:SpC												
Invisibility (Superior)	OUTPUTNAME:Invisibility, Superior		TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal or Touch	TARGETAREA:You or a creature or object weightni no more than 100 lbs/level.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:More powerful invisibilty.	SOURCEPAGE:SpC												
Invisibility (Swift)	OUTPUTNAME:Invisibility, Swift		TYPE:Arcane	CLASSES:Assassin=2|Bard=1		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Functions as invisibility, except as noted.	SOURCEPAGE:SpC												
Iron Bones			TYPE:Arcane.Divine	CLASSES:Cleric=4|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Corporeal undead creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Skeleton changes to Iron; grants +5 to natural armor AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|6|TYPE=NaturalArmor							
Stone Bones			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Corporeal undead creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Skeleton changes to Iron; grants +5 to natural armor AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement							
Iron Silence			TYPE:Arcane.Divine	CLASSES:Assassin=2|Bard=2|Cleric=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One suit of armor touched/3 levels.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless, object)	SPELLRES:Yes	DESC:Hide and Move Silent check ignore the Armor penalty during the duration of the spell.	SOURCEPAGE:SpC												
Ironguard			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Abjuration			COMPS:V, S, F, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Non-magical metal passes right through you.	SOURCEPAGE:SpC		COST:100										
Ironguard (Lesser)	OUTPUTNAME:Ironguard, Lesser		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Non-magical metal passes right through you.	SOURCEPAGE:SpC												
Ironguts			TYPE:Arcane.Divine	CLASSES:Bard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target gains +5 alchemical bonus on Fort saves against all poisons.	SOURCEPAGE:SpC												
Ironthunder Horn			TYPE:Arcane	CLASSES:Bard=1|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Instantaneous	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Creatures must save or be knocked prone.	SOURCEPAGE:SpC												
Jagged Tooth			TYPE:Divine	CLASSES:Druid=3|Ranger=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One natural slashing or piercing weapon of target creature.		DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Doubles the critical threat range of one natural weapon.	SOURCEPAGE:SpC												
Jaws of the Wolf			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One or more created worgs.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Transform small wooden carvings into real worgs equal to one for every two caster levels.	SOURCEPAGE:SpC												
Joyful Noise			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Abjuration			COMPS:S	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius emanation, centered on you.		DURATION:Concentration; See Text	SAVEINFO:None	SPELLRES:No	DESC:Dispels any magical silence.	SOURCEPAGE:SpC												
Junglerazer			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:120-ft.	TARGETAREA:120-ft line.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Fey, vermin, plants and plant creatures and animals caught in the area take 1d10/caster level [max 10d10] negative energy.	SOURCEPAGE:SpC												
Jungle's Rapture			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living nonplant creature.		DURATION:Permanent	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target takes 1d6 Dex damage, each day victim takes additional 1d6 Dex.	SOURCEPAGE:SpC												
Kelpstrand			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/3 level, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Make ranged attacks against each target; see text.	SOURCEPAGE:SpC												
Kiss of the Vampire			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Necromancy			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Gain vampirelike abilities; see text.	SOURCEPAGE:SpC		COST:50								TEMPBONUS:PC|VAR|SpellKissOfTheVampire|1	BONUS:VAR|KissOfTheVampireLVL|(min(CASTERLEVEL/2,10))	
Knight's Move			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Transmutation	SUBSCHOOL:Teleportation		COMPS:V, S, DF	CASTTIME:1 swift action	RANGE:5-ft./2 levels	TARGETAREA:You.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Teleport and end up flanking an opponent.	SOURCEPAGE:SpC												
Know Greatest Enemy			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Divination			COMPS:V, DF	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped emanation.		DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Determine the relative power levels of tagets; see text.	SOURCEPAGE:SpC												
Know Opponent			TYPE:Arcane.Divine	CLASSES:Bard=3|Cleric=3		SCHOOL:Divination			COMPS:S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Learn strengths or weaknesses of opponent; see text.	SOURCEPAGE:SpC												
Know Vulnerabilities			TYPE:Arcane.Divine	CLASSES:Bard=2|Cleric=3|Sorcerer,Wizard=4		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Learn any vulnerabilities and resistances the target has.	SOURCEPAGE:SpC												
Land Womb			TYPE:Divine	CLASSES:Druid=4|Ranger=4		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and one other creature/level.		DURATION:10 minutes/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Descend into a protective bubble in the earth below, others see you descend as if the earth opened up and swallowed you.	SOURCEPAGE:SpC												
Languor			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:You must succeed on a ranged touch attack with the ray to strike a target. This ray causes creatures it hits to become weak and slow for the spell's duration. A struck creature takes a penalty to Strength equal to 1d6+1 per two caster levels (maximum 1d6+10). In addition, a subject that fails a Will save is slowed. The spell's slow effect counters and is countered by haste.	SOURCEPAGE:SpC												
Last Breath			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Dead creature touched.		DURATION:Instantaneous	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Creature killed within 1 round returns to 0 hp.	SOURCEPAGE:SpC		COST:500										
Launch Bolt			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One crossbow bolt in your possession.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Treat bolt as if fired from a light crossbow, including any bonuses, feats or enchantments.	SOURCEPAGE:SpC		COST:1										
Launch Item			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Transmutation			COMPS:S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One fine item in your possession, weighting up to 10 lbs.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Launch an item safely to the target you specify where it will act normally upon impact.	SOURCEPAGE:SpC												
Lawful Sword			TYPE:Divine	CLASSES:Paladin=4		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like holy sword; weapon acts as +5 axiomatic [+5 enhancement bonus on attack and damage roll, lawful-aligned, deals an extra 2d6 of damage to chaotic]; see text.	SOURCEPAGE:SpC												
Lay of the Land			TYPE:Arcane.Divine	CLASSES:Bard=4|Druid=4|Ranger=1		SCHOOL:Divination			COMPS:V, S, F/DF	CASTTIME:3 full round	RANGE:Personal	TARGETAREA:You.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Learn area of 50 miles radius; see text.	SOURCEPAGE:SpC												
Life Bolt			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Up to five rays.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Subject becomes immune to the effects of positive energy; See text.	SOURCEPAGE:SpC												
Life Ward			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Draw your life force to make a ranged attack with a positive energy doing 1d12 damage to undead.	SOURCEPAGE:SpC												
Life's Grace			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Subjects become immune to all death spells, magical death effects, energy drain, and any negative energy effects; see text.	SOURCEPAGE:SpC												
Light of Lunia			TYPE:Arcane.Divine	CLASSES:Cleric=1|Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Good|Light	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:You and up to two rays. See text.		DURATION:10 minutes/level or until discharged	SAVEINFO:None; See text	SPELLRES:Yes	DESC:Light radiating 30-ft. and 20-ft further of dim light, next round you can use the light as a ray attack dealing 1d6 [double against undead and outsiders]; see text.	SOURCEPAGE:SpC												
Light of Mercuria			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Good|Light	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:You and up to two rays. See text.		DURATION:10 minutes/level or until discharged	SAVEINFO:None; See text	SPELLRES:Yes	DESC:Same as light of Lunia except damage is 2d6 or 4d6 vs. undead or outsiders.	SOURCEPAGE:SpC												
Light of Venya			TYPE:Arcane.Divine	CLASSES:Cleric=3|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Good|Light	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:You and up to two rays. See text.		DURATION:10 minutes/level or until discharged	SAVEINFO:None; See text	SPELLRES:Yes	DESC:Same as Light of Lunia except damage is 3d6 or 6d6 vs. undead or outsiders; see text.	SOURCEPAGE:SpC												
Lightfoot			TYPE:Arcane.Divine	CLASSES:Assassin=1|Ranger=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You don't provoke attacks of opportunity when moving.	SOURCEPAGE:SpC												
Lightning Ring			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Evocation		DESCRIPTOR:Electricity	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/2 levels	SAVEINFO:See text	SPELLRES:Yes	DESC:Creatures adjacent take 10d6 of damage or half on a save; see text.	SOURCEPAGE:SpC												
Lionheart			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Abjuration		DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Gain immunity to fear effects.	SOURCEPAGE:SpC												
Lion's Charge			TYPE:Divine	CLASSES:Druid=3|Ranger=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Gain pounce ability [make full attack after a charge].	SOURCEPAGE:SpC									TEMPBONUS:PC|VAR|InspireCourageSaves,InspireCourageAttack,InspireCourageDamage|1	TEMPBONUS:PC|VAR|SpellLionSCharge|1		
Lion's Roar			TYPE:Divine	CLASSES:Cleric=8		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:120-ft.	TARGETAREA:120-ft-radius burst centered on you.		DURATION:Instantaneous or 1 minute/level	SAVEINFO:See text	SPELLRES:See text	DESC:Deals 1d8/caster level [max 10d8] sonic damage to enemies; allies get +1 on attack and saves against fear, plus temporary hp.	SOURCEPAGE:SpC												
Listening Coin			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Divination		DESCRIPTOR:Scrying	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Magical sensor.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Makes a scrying device from two coins.	SOURCEPAGE:SpC												
Listening Lorecall			TYPE:Divine	CLASSES:Druid=2|Ranger=2		SCHOOL:Divination			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Gain +4 insight bonus on Listen checks; see text.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Listen|4|TYPE=Insight	TEMPBONUS:PC|VAR|BlindsenseRange|30|TYPE=Base|PREVARGTEQ:skillinfo("RANK", "Listen"),5	TEMPBONUS:PC|VAR|BlindsightRange|15|TYPE=Base|PREVARGTEQ:skillinfo("RANK", "Listen"),12	
Lively Step			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:30-ft-radius emanation, centered on you.		DURATION:Up to 12 hours	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Allows you and allies within 30 ft to move 10 ft. greater than normal.	SOURCEPAGE:SpC												
Living Prints			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You perceive tracks as if they had just been made.	SOURCEPAGE:SpC												
