SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Stunning Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Breath weapon stuns creature for 1 round if they fail the Fortitude Save [same as Breath Weapon DC].	SOURCEPAGE:SpC												
Stunning Breath (Greater)	OUTPUTNAME:Stunning Breath, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Transmutation			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Same as stunning breath, only creature stunned for 2d4 rounds.	SOURCEPAGE:SpC												
Submerge Ship			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Evocation		DESCRIPTOR:Water	COMPS:V, S, F	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Ship touched.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Grants ship swim speed of 60 ft. and the ability to move beneath the surface.	SOURCEPAGE:SpC		COST:2500										
Subvert Planar Essence			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius emanation, centered on a point in space.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Outsiders that fail their save have their damage reduction and spell resistance reduced by 10.	SOURCEPAGE:SpC												
Sudden Stalagmite			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Earth	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:Stalagmite springs up under creature causing 1d6 per caster level [max 10d6].	SOURCEPAGE:SpC												
Summon Babau Demon			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Chaotic|Evil	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned babau demon.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a babau demon [MM 40].	SOURCEPAGE:SpC												
Summon Bearded Devil			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil|Lawful	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned bearder devil.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a bearded devil [MM 52].	SOURCEPAGE:SpC												
Summon Bralani Eladrin			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Chaotic|Good	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned bralani eladrin.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a bralani eladrin [MM 93].	SOURCEPAGE:SpC												
Summon Elemental Monolith		VARIANTS:Air|Earth|Fire|Water	TYPE:Arcane.Divine	CLASSES:Cleric=9|Druid=9|Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See Text	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:One summoned elemental monolith.		DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Summon monolith [CA 156] to do your bidding.	SOURCEPAGE:SpC		COST:100										
Summon Elementite Swarm			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See Text	COMPS:V, S	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned elementite swarm.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a elementite swarm [PH 114].	SOURCEPAGE:SpC												
Summon Elysian Thrush			TYPE:Arcane.Divine	CLASSES:Bard=2|Cleric=2		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Good	COMPS:V, S, DF	CASTTIME:10 minutes	RANGE:Close	TARGETAREA:One summoned elysian thrush.		DURATION:8 hours	SAVEINFO:None	SPELLRES:No	DESC:Summons a Elysian thrush [PH 118].	SOURCEPAGE:SpC												
Summon Greater Elemental		VARIANTS:Air|Earth|Fire|Water	TYPE:Divine	CLASSES:Druid=6		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:See Text	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned elemental.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a greater elemental [MM 96-100].	SOURCEPAGE:SpC												
Summon Hound Archon			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Good|Lawful	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned hound archon.		DURATION:Concentration, up to 1 round/level + 1 round	SAVEINFO:None	SPELLRES:No	DESC:Summons a hound archon [MM 16].	SOURCEPAGE:SpC												
Summon Undead I			TYPE:Arcane.Divine	CLASSES:Blackguard=1|Cleric=1|Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, F/DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One summoned creature.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like summon monster except it summons undead from 1st level list.	SOURCEPAGE:SpC												
Summon Undead II			TYPE:Arcane.Divine	CLASSES:Blackguard=2|Cleric=2|Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, F/DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like summon undead except it summons undead from 2nd level list.	SOURCEPAGE:SpC												
Summon Undead III			TYPE:Arcane.Divine	CLASSES:Blackguard=3|Cleric=3|Sorcerer,Wizard=3		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, F/DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like summon undead except it summons undead from 3rd level list.	SOURCEPAGE:SpC												
Summon Undead IV			TYPE:Arcane.Divine	CLASSES:Blackguard=4|Cleric=4|Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, F/DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like summon undead except it summons undead from 4th level list.	SOURCEPAGE:SpC												
Summon Undead V			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=5		SCHOOL:Conjuration	SUBSCHOOL:Summoning	DESCRIPTOR:Evil	COMPS:V, S, F/DF	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One or more summoned creatures, no two of which are more than 30-ft. Apart.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Like summon undead except it summons undead from 5th level list.	SOURCEPAGE:SpC												
Suppress Breath Weapon			TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature that has a breath weapon.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:No	DESC:Subject cannot use it's breath weapon for the duration of the spell.	SOURCEPAGE:SpC												
Suppress Glyph			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:100-ft.	TARGETAREA:100-ft-radius burst, centered on you.		DURATION:1 minute/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Gain enhanced awareness of magical writing such as a glyph of warding.	SOURCEPAGE:SpC												
Surefoot			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Gain +10 competence bonus to Balance, Climb, Jump, and Tumble checks.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Balance,Climb,Jump,Tumble|10|TYPE=Competence			
Surefoot Stride			TYPE:Arcane.Divine	CLASSES:Bard=2|Druid=1|Ranger=1|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Move through difficult terrain at full speed. Gain +2 Climb checks.	SOURCEPAGE:SpC									TEMPBONUS:PC|SKILL|Climb|2|TYPE=Competence			
Surefoot Stride (Mass)	OUTPUTNAME:Surefoot Stride, Mass		TYPE:Arcane.Divine	CLASSES:Bard=5|Druid=4|Ranger=4|Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30-ft. Apart.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Same as surefooted, excepted as noted.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|SKILL|Climb|2|TYPE=Competence			
Suspended Silence			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One object.		DURATION:24 hours or until discharged, then 6 rounds	SAVEINFO:None (object)	SPELLRES:No	DESC:Imbue object with held silence spell until command word is used.	SOURCEPAGE:SpC		COST:50										
Swamp Lung			TYPE:Divine	CLASSES:Druid=7		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature with a respiratory system.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:No	DESC:Causes stagnant swamp water to fill the subject's lungs.	SOURCEPAGE:SpC												
Swamp Stride			TYPE:Divine	CLASSES:Druid=5|Ranger=4		SCHOOL:Conjuration	SUBSCHOOL:Teleportation		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level or until expended	SAVEINFO:None	SPELLRES:No	DESC:As tree stride, instead you use pools of water.	SOURCEPAGE:SpC												
Swim			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Water	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:One creature.		DURATION:10 minutes/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Gain swim speed and +8 to Swim checks.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|VAR|SpellSwim|1			
Swim (Mass)	OUTPUTNAME:Swim, Mass		TYPE:Arcane.Divine	CLASSES:Druid=4		SCHOOL:Transmutation		DESCRIPTOR:Water	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Medium	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Gain swim speed and +8 to Swim checks.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|VAR|SpellSwim|1			
Sword of Darkness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Black blade of negative energy.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Special abilities.	SOURCEPAGE:SpC												
Sword of Deception			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Pale green blade of force.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Special abilities.	SOURCEPAGE:SpC												
Symbol of Spell Loss			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:10 minutes	RANGE:0-ft.	TARGETAREA:One symbol.		DURATION:See text	SAVEINFO:Will negates	SPELLRES:No	DESC:Symbol causes spellcasters within 60 ft. to lose their highest level each round until the symbol absorbs 30 levels.	SOURCEPAGE:SpC												
Symphonic Nightmare			TYPE:Arcane.Divine	CLASSES:Bard=6|Cleric=7|Sorcerer,Wizard=7		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:24 hours/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Causes creature not to be able to rest.	SOURCEPAGE:SpC												
Synostodweomer			TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:One of your spells.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Converts a spell in to healing. Heals 1d8 per spell level of the original spell.	SOURCEPAGE:SpC												
Tactical Precision			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Divination		DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Better coordinate your allies attacks. Gain +2 insight bonuses on melee attack and extra 1d6 points of damage aganist a flanked creature.	SOURCEPAGE:SpC												
Targeting Ray			TYPE:Arcane	CLASSES:Bard=1|Sorcerer,Wizard=1		SCHOOL:Divination			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Ranged touch attack which grants you and your allies a +1 insight bonus per three caster levels on ranged attacks directed at the subject for the duration.	SOURCEPAGE:SpC												
																														
																														
																														
																														
																														
																														
																														
Thornskin			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Sprout thorns from your skin that makes your unarmed deal lethal plus an extra 1d6 piercing damage on unarmed attacks.	SOURCEPAGE:SpC												
Vine Mine			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:10-ft-radius/level spread.		DURATION:10 minutes/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Creates a rapid growth of vines.	SOURCEPAGE:SpC												
																														
###TODO: CLASSES:.CLEARALL	DOMAINS:.CLEARALL																													
Deafening Breath.MOD	TYPE:Obsolete																													
Planar Exchange (Lesser).MOD	DESC:&nl;*Celestial Brown Bear&colon; See MM,p.269.																													
Planar Exchange (Lesser).MOD	DESC:&nl;*Celestial Griffon&colon; See MM,p.139.																													
Planar Exchange (Lesser).MOD	DESC:&nl;*Fiendish Dire Ape&colon; See MM,p.62.																													
Planar Exchange (Lesser).MOD	DESC:&nl;*Fiendish Tiger&colon; See MM,p.281.																													
Planar Exchange (Greater).MOD	DESC:&nl;*Guardinal (leonal)&colon; See MM,p.142.																													
Planar Exchange (Greater).MOD	DESC:&nl;*Devil (barbed)&colon; See MM,p.51.																													
Planar Exchange (Greater).MOD	DESC:&nl;*Demon (herzou)&colon; See MM,p.44.																													
Planar Exchange.MOD	DESC:&nl;*Guardinal (avoral)&colon; See MM,p.141.																													
Planar Exchange.MOD	DESC:&nl;*Devil (bone)&colon; See MM,p.52.																													
Planar Exchange.MOD	DESC:&nl;*Demon (babau)&colon; See MM,p.40.																													
Summon Undead I.MOD	DESC:&nl;*Human warrior skeleton &colon; See MM,p.226.																													
Summon Undead I.MOD	DESC:&nl;*Kobold zombie&colon; See MM,p.266.																													
Summon Undead II.MOD	DESC:&nl;*Owlbear skeleton&colon; See MM,p.226.																													
Summon Undead II.MOD	DESC:&nl;*Bugbear zombie&colon; See MM,p.267.																													
Summon Undead III.MOD	DESC:&nl;*Ghoul&colon; See MM,p.118.																													
Summon Undead III.MOD	DESC:&nl;*Troll skeleton&colon; See MM,p.227.																													
Summon Undead III.MOD	DESC:&nl;*Ogre zombie&colon; See MM,p.267.																													
Summon Undead IV.MOD	DESC:&nl;*Allip&colon; See MM,p.10.																													
Summon Undead IV.MOD	DESC:&nl;*Ghast&colon; See MM,p.119.																													
Summon Undead IV.MOD	DESC:&nl;*Wyvern zombie&colon; See MM,p.267.																													
Summon Undead V.MOD	DESC:&nl;*Mummy&colon; See MM,p.190.																													
Summon Undead V.MOD	DESC:&nl;*Shadow&colon; See MM,p.221.																													
Summon Undead V.MOD	DESC:&nl;*Vampire spawn&colon; See MM,p.253.																													
Summon Undead V.MOD	DESC:&nl;*Wight&colon; See MM,p.255.																													
###TODO: CLASSES:.CLEARALL	DOMAINS:.CLEARALL																													
Shout (Great).MOD		TYPE:Obsolete																												
###TODO: CLASSES:.CLEARALL	DOMAINS:.CLEARALL																													
Teleport (Mass).MOD		TYPE:Obsolete																												
