SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																											
																													
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose			
Rapid Burrowing			TYPE:Divine	CLASSES:Druid=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Improves existing burrow speed by 20 ft.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|MOVEADD|TYPE.Burrow|20		
Ray of Clumsiness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Subject takes Dex penalty of 1d6 +1 per two caster levels [max 1d6+5].	SOURCEPAGE:SpC											
Ray of Deanimation			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One construct.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Interferes with magical animation dealing 1d6 per caster level [max 15d6].	SOURCEPAGE:SpC											
Ray Deflection			TYPE:Arcane	CLASSES:Bard=4|Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Subject takes Dex penalty of 1d6 +1 per two caster levels [max 1d6+5].	SOURCEPAGE:SpC											
Ray of Dizziness			TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Target cannot take a full round action and is limited to a move or standard but not both.	SOURCEPAGE:SpC											
Ray of Entropy			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:Negative energy ranged touch attack causes -4 Str, Dex &amp; Con for duration of spell.	SOURCEPAGE:SpC											
Ray of Flame			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:Yes	DESC:Ranged touch attack deals 1d6 fire damage per two caster levels [max 5d6].	SOURCEPAGE:SpC											
Ray of Ice			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Cold	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:Yes	DESC:Ranged touch attack deals 1d6 cold damage per two caster levels [max 5d6].	SOURCEPAGE:SpC											
Ray of Light			TYPE:Arcane	CLASSES:Bard=6|Sorcerer,Wizard=6		SCHOOL:Evocation		DESCRIPTOR:Light	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack causes blindness for 1d4 rounds.	SOURCEPAGE:SpC											
Ray of Sickness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack causes subject becomes sickened.	SOURCEPAGE:SpC											
Ray of Stupidity			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack takes 1d4+1 Intelligence damage.	SOURCEPAGE:SpC											
Ray of Weakness			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack causes -2 on attack rolls and speed reduced by 10 ft.	SOURCEPAGE:SpC											
Razorfangs			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Double threat range of one of your natural slashing or piercing weapons.	SOURCEPAGE:SpC											
Reality Maelstrom			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Evocation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius emanation centered on a pint in space, and 40-ft-radius emanation centered on the same point.		DURATION:1 round	SAVEINFO:Will negates, Reflex negates; See text	SPELLRES:Yes	DESC:Sucks creatures into random locations, see chart.	SOURCEPAGE:SpC											
Reaving Dispel			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Abjuration			COMPS:V,S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One spellcaster, creature, or object; or a 20-ft.-radius burst		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:No	DESC:As dispel magic, except max caster level on your check is +25 instead of +10.	SOURCEPAGE:SpC											
Rebuke			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Fear|Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Subject is dazed for 1 round and each subsequent round takes -2 penalty on attacks, saving throws and checks.	SOURCEPAGE:SpC											
Rebuke (Final)	OUTPUTNAME:Rebuke, Final		TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=7		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Fear|Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:As rebuke only target dies instantly on failed save. A creature that survives is dazed for 1 round	SOURCEPAGE:SpC											
Rebuke (Greater)	OUTPUTNAME:Rebuke, Greater		TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=4		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Fear|Mind-Affecting	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Subject is cowering for 1d4 rounds.	SOURCEPAGE:SpC											
Rebuking Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Necromancy			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon rebukes undead.	SOURCEPAGE:SpC											
Reciprocal Gyre			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature or object.		DURATION:Instantaneous	SAVEINFO:Will half then Fort negates; see text	SPELLRES:No	DESC:Damage creature using spells in existence for 1d12 per each spell functioning [max 25d12].	SOURCEPAGE:SpC											
Recitation			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, F, DF	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:All allies and foes within a 60-ft radius burst centered on you.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Allies gain +2 [or +3 for worshipers] on attacks and saves, and enemies suffer -2.	SOURCEPAGE:SpC											
Red Tide			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Evocation		DESCRIPTOR:Water	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:30-ft-radius burst.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Creatures knocked prone unless they save; see text for failed save results.	SOURCEPAGE:SpC											
Reduce Person (Greater)	OUTPUTNAME:Reduce Person, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One humanoid creature		DURATION:10 minute/level	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:Same as Reduce person, except as noted above.	SOURCEPAGE:SpC											
Reflective Disguise			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Creatures see you as the same gender and species as themselves.	SOURCEPAGE:SpC											
Reflective Disguise (Mass)	OUTPUTNAME:Reflective Disguise, Mass		TYPE:Arcane	CLASSES:Bard=5|Sorcerer,Wizard=5		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/2 level, no two of which are more than 30-ft. Apart.		DURATION:12 hours	SAVEINFO:Will negates	SPELLRES:Yes	DESC:As reflective disguise, only it affects multiple creatures.	SOURCEPAGE:SpC											
Refusal			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Invisible ward that occupies two 10-ft squares/level.		DURATION:1 hour/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creates a special ward against spellcasters.	SOURCEPAGE:SpC											
Regal Procession			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Summoning		COMPS:V, S, M	CASTTIME:1 full round	RANGE:Close	TARGETAREA:One mount/level.		DURATION:2 hours/level	SAVEINFO:None	SPELLRES:No	DESC:As mount, only you summon multiple mounts and they are equipped	SOURCEPAGE:SpC											
Rejection			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Creatures in the area must save or be pushed away from you to a distance of 5 ft. per caster level.	SOURCEPAGE:SpC											
Rejuvenation Cocoon			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, M 	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Willing creature touched.		DURATION:2 rounds	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Heals and protects target.	SOURCEPAGE:SpC											
Rejuvenative Corpse			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:One humanoid that died within the past week.		DURATION:24 hours or until discharged.	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Undead that eat the body heal.	SOURCEPAGE:SpC											
Remove Scent			TYPE:Arcane.Divine	CLASSES:Bard=1|Druid=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Hides the scent of the affected creature or removes potent affects from creatures such as ghasts or troglodytes.	SOURCEPAGE:SpC											
Renewal Pact			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, M, DF	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Willing living creature touched.		DURATION:Permanent until triggered	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Reverses certain effects when contracted.	SOURCEPAGE:SpC											
Repair Critical Damage			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct touched		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Repair a construct 4d8 +1 per caster level [max +20] of damage.	SOURCEPAGE:SpC											
Repair Light Damage			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct touched		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Repair a construct 1d8 +1 per caster level [max +5] of damage.	SOURCEPAGE:SpC											
Repair Minor Damage			TYPE:Arcane	CLASSES:Sorcerer,Wizard=0		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct touched		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Repair a construct 1 point of damage.	SOURCEPAGE:SpC											
Repair Moderate Damage			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct touched		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Repair a construct 2d8 +1 per caster level [max +10] of damage.	SOURCEPAGE:SpC											
Repair Serious Damage			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Construct touched		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Repair a construct 3d8 +1 per caster level [max +15] of damage.	SOURCEPAGE:SpC											
Replicate Casting			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Transmutation		DESCRIPTOR:See text	COMPS:V, S	CASTTIME:1 full round	RANGE:See text	TARGETAREA:One spell or spell-like ability.		DURATION:See text	SAVEINFO:See text	SPELLRES:See text	DESC:Duplicate the effect of any one spell or spell-like ability you have seen. Can duplicate any spell of 8th level or lower.	SOURCEPAGE:SpC											
Resist Energy (Mass)	OUTPUTNAME:Resist Energy, Mass		TYPE:Arcane.Divine	CLASSES:Cleric=3|Druid=3|Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:10 minutes/level	SAVEINFO:Fortitude negates (harmless)	SPELLRES:Yes	DESC:As resist energy, except that it affects all targeted creatures.	SOURCEPAGE:SpC											
Resist Planar Alignment			TYPE:Arcane.Divine	CLASSES:Cleric=1|Druid=1|Paladin=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:Grants limited protection from a plane's alignment traits.	SOURCEPAGE:SpC											
Resistance (Greater)	OUTPUTNAME:Resistance, Greater		TYPE:Arcane.Divine	CLASSES:Bard=4|Cleric=4|Druid=4|Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:24 hours	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:As resistance, except you grant the subject +3 resistance bonus.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|3|TYPE=Resistance		
Resistance (Superior)	OUTPUTNAME:Resistance, Superior		TYPE:Arcane.Divine	CLASSES:Bard=6|Cleric=6|Druid=6|Sorcerer,Wizard=6		SCHOOL:Abjuration			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:24 hours	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:As resistance, except you grant the subject +6 resistance bonus.	SOURCEPAGE:SpC									TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|6|TYPE=Resistance		
Resonating Bolt			TYPE:Arcane	CLASSES:Bard=4|Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:60-ft line.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Deals 1d4 per caster level [max 10d4] to each creature in the area.	SOURCEPAGE:SpC											
Restoration (Mass)	OUTPUTNAME:Restoration, Mass		TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, M	CASTTIME:1 rounds	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Restores level and ability score drains to each creature.	SOURCEPAGE:SpC		COST:100									
Resurgence			TYPE:Divine	CLASSES:Blackguard=1|Cleric=1|Paladin=1		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Allows one retry on a failed save against an ongoing spell, spell-like ability, or supernatural ability.	SOURCEPAGE:SpC											
Resurgence (Mass)	OUTPUTNAME:Resurgence, Mass		TYPE:Divine	CLASSES:Blackguard=3|Cleric=3|Paladin=3		SCHOOL:Abjuration			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Same as resurgence, except it affects multiple targets. Allows one retry on a failed save against an ongoing spell, spell-like ability, or supernatural ability.	SOURCEPAGE:SpC											
Reveille			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Necromancy		DESCRIPTOR:Language-Dependent	COMPS:V, S	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:One recently dead creature.		DURATION:5 rounds	SAVEINFO:None	SPELLRES:No	DESC:Creature dead in the last three days recalls it's last moments leading to death.	SOURCEPAGE:SpC											
Revenance			TYPE:Arcane.Divine	CLASSES:Bard=6|Blackguard=4|Cleric=4|Paladin=4		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Dead ally touched.		DURATION:1 minute/level	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Brings an ally back to life for duration of spell.	SOURCEPAGE:SpC											
Reverse Arrows			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Abjuration			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:10 minute/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:As protection from arrow, except any missile thats damage is negated by the DR 10/magic is turned back on the attacker using the same attack roll [damage rerolled].	SOURCEPAGE:SpC											
Revive Outsider			TYPE:Divine	CLASSES:Cleric=6		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, M, DF	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:Dead outsider touched.		DURATION:Instantaneous	SAVEINFO:None (harmless); See text	SPELLRES:Yes	DESC:As raise dead, except it affects an outsider.	SOURCEPAGE:SpC		COST:5000									
Revive Undead			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:Destroyed undead creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Restore animation to a destroyed undead creature.	SOURCEPAGE:SpC		COST:5000									
Revivify			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Dead creature touched.		DURATION:Instantaneous	SAVEINFO:None; See text	SPELLRES:Yes	DESC:If cast within one round of death, this spell restores the subject to -1 HP.	SOURCEPAGE:SpC		COST:1000									
Rhino's Rush			TYPE:Divine	CLASSES:Paladin=1|Ranger=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Subject's charge attack deals double damage of first attack.	SOURCEPAGE:SpC											
Righteous Aura			TYPE:Divine	CLASSES:Paladin=4		SCHOOL:Abjuration		DESCRIPTOR:Good|Light	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:Glow as if daylight, +4 sacred bonus to Cha; if you die all within 20 ft take 2d6 damage/level [max 20d6].	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|CHA|4|TYPE=Sacred				
Righteous Fury			TYPE:Divine	CLASSES:Paladin=3		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Gain 5 temp HP/level [max 50], +4 enhancement bonus Str.	SOURCEPAGE:SpC						TEMPBONUS:PC|HP|CURRENTMAX|min(5*(%CHOICE),50)	TEMPBONUS:PC|STAT|STR|4|TYPE=Sacred	CHOOSE:NUMBER|MIN=1|MAX=20|TITLE=Choose Choose caster level			
Righteous Wrath of the Faithful			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Allies within 30-ft radius burst centered on you.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Allies gain one additional melee attack each round at their highest attack bonus [not cumulative with other effects that grant extra attacks]. +3 morale bonus to attack and damage.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|WEAPONPROF=TYPE.Melee|TOHIT|3|TYPE=Morale				TEMPBONUS:ANYPC|WEAPONPROF=TYPE.Melee|DAMAGE|3|TYPE=Morale		
Ring of Blades			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Deals 1d6 +1 per caster level [max +10] points of damage to all adjacent squares. DR does apply to damage.	SOURCEPAGE:SpC											
Ruby Ray of Reversal			TYPE:Arcane	CLASSES:Sorcerer,Wizard=6		SCHOOL:Abjuration			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One natural or magical hazard.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Eliminates hazard both magical and non-magical.	SOURCEPAGE:SpC		COST:500									
Ruin Delver's Fortune			TYPE:Arcane	CLASSES:Bard=4|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.		DURATION:1d4 rounds	SAVEINFO:None	SPELLRES:No	DESC:Multiple effects to choose from.	SOURCEPAGE:SpC											
Rushing Waters			TYPE:Divine	CLASSES:Druid=4		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Water	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:15-ft-radius spread.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Wave of water bull rushes from you with a +15 bonus on the opposed Str check.	SOURCEPAGE:SpC											
Rust Ray			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One nonmagical ferrous object or one ferrous creature.		DURATION:Instantaneous	SAVEINFO:None or Fort negates (object)	SPELLRES:No	DESC:Ranged touch attack deals 2d6 +1 per two caster levels [max +10] to metal creatures or objects.	SOURCEPAGE:SpC											
